stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
76000023,7600,23,3923,2417,2379,38,6,107,0,18,20,56,3,32,5,1,29,0,0,0,389,700,693,6,2,0,0,1,8,2,0,0,0,1,5,9,5,0,0,3,284
11460001,1146,1,304,233,233,0,1,5,0,117,1,0,8,0,0,1,23,0,0,0,8,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37650001,3765,1,1417,1064,1054,10,2,4,0,308,6,0,0,0,0,1,374,0,0,0,17,58,197,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,82
37270001,3727,1,451,337,335,2,1,1,0,71,1,0,1,0,0,0,74,0,0,0,17,40,112,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,14
6880001,688,1,505,316,314,2,1,16,0,37,3,0,0,0,0,0,6,0,0,1,6,22,136,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,85
37150001,3715,1,539,400,399,1,1,10,1,5,1,1,12,0,2,0,20,0,0,0,71,45,217,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3
12120001,1212,1,172,110,110,0,1,27,0,1,0,0,3,2,0,0,1,0,0,0,35,3,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
7790001,779,1,471,341,339,2,1,31,0,10,0,0,7,3,3,2,8,0,0,1,87,27,108,28,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,3,16
3850001,385,1,475,278,278,0,1,89,0,0,0,0,8,2,0,0,1,0,0,0,136,4,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3180001,318,1,205,129,125,4,1,23,0,2,0,0,0,0,0,0,2,0,0,0,19,16,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
7730001,773,1,360,282,280,2,1,35,0,5,0,0,26,0,0,0,5,0,0,0,133,20,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3190001,319,1,483,338,336,2,1,80,0,2,0,0,5,10,0,0,2,0,0,0,84,6,11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36600001,3660,1,1678,1114,1100,14,3,1,0,7,274,0,0,0,0,0,203,0,0,0,4,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
7080001,708,1,432,297,292,5,1,10,0,30,5,0,1,1,0,2,18,0,0,1,46,17,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,43
37120001,3712,1,362,278,277,1,1,4,0,37,0,0,0,0,1,1,123,0,0,0,3,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
77000011,7700,11,2528,1364,1348,16,4,81,0,25,29,1,6,2,9,5,51,0,0,1,273,288,423,23,4,0,0,0,3,1,0,0,2,1,3,1,4,2,2,3,105
77000013,7700,13,3516,2015,1971,44,6,44,0,18,12,2,6,2,2,3,42,0,1,1,251,688,742,9,16,0,1,1,2,2,0,0,1,1,3,3,11,1,3,9,94
77000023,7700,23,3070,1417,1395,22,5,82,0,15,16,1,1,0,8,4,40,1,0,3,232,387,442,16,7,1,1,2,0,2,0,2,1,0,6,3,4,2,1,5,110
77000016,7700,16,3754,1998,1955,43,7,65,0,48,26,3,0,2,8,5,52,2,0,3,310,367,742,8,0,0,2,4,1,0,0,1,4,0,5,4,3,3,3,3,281
77000014,7700,14,661,314,310,4,1,5,0,4,1,0,1,0,1,0,6,1,1,0,47,58,124,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44
77000015,7700,15,1235,590,577,13,2,16,3,18,0,0,0,0,0,3,13,1,1,0,55,104,228,2,2,3,2,0,3,1,0,0,1,0,1,1,2,0,1,1,115
77000021,7700,21,8378,5158,5105,53,15,512,0,128,15,1,21,6,27,13,145,2,0,5,1245,692,1860,64,6,1,0,1,1,10,0,0,1,2,13,4,26,1,1,26,276
77000024,7700,24,4619,2524,2469,55,7,72,0,42,8,5,0,1,7,6,65,0,0,1,366,926,719,9,19,1,1,1,3,1,0,0,0,1,12,9,12,1,2,2,177
77000025,7700,25,3182,1782,1747,35,6,112,1,46,6,1,3,0,6,5,54,2,1,2,350,387,597,9,7,2,2,1,0,1,0,1,0,0,7,5,7,1,0,5,126
77000026,7700,26,1633,1058,1046,12,3,89,2,60,7,0,0,0,5,1,52,0,0,2,250,116,368,10,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,2,74
37780001,3778,1,483,375,369,6,1,3,0,42,2,0,3,0,1,1,37,0,0,0,46,51,142,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,32
5310003,531,3,11630,7728,7719,9,19,95,0,0,10,1650,0,3197,5,2,2,1,0,0,93,2,7,61,1,0,0,2,2566,8,0,0,1,5,2,2,2,1,1,0,3
12460001,1246,1,801,321,293,28,2,145,0,1,0,10,0,13,0,0,0,0,1,0,28,3,3,7,0,0,0,0,67,0,0,0,0,0,1,1,1,0,0,0,12
13350001,1335,1,270,85,77,8,1,3,0,1,0,1,0,3,0,10,0,5,0,1,1,2,9,0,0,0,0,0,30,0,0,0,0,1,0,3,1,2,0,0,4
25600005,2560,5,5711,3226,3191,35,10,408,0,51,39,0,45,7,14,11,73,0,0,2,1034,590,658,128,8,1,1,0,9,2,0,0,1,0,3,3,21,0,0,14,68
25600002,2560,2,2429,1217,1181,36,4,75,0,10,68,2,8,5,7,3,36,0,0,0,227,461,193,11,7,0,0,1,5,1,0,0,0,0,3,1,6,1,1,10,39
25600001,2560,1,4574,2614,2564,50,7,97,0,8,519,2,12,5,10,6,97,0,2,1,365,883,416,15,8,2,2,0,1,0,0,4,0,1,1,3,8,1,3,1,91
25600003,2560,3,4530,2189,2115,74,8,117,0,6,64,6,19,4,9,2,48,0,1,2,440,898,359,32,6,4,1,1,6,0,0,0,0,1,2,2,12,3,2,4,64
25600006,2560,6,3049,1726,1688,38,5,129,1,12,40,2,16,3,5,5,52,2,0,1,367,642,314,31,3,1,1,1,6,1,0,0,0,0,4,2,8,0,2,4,33
5930001,593,1,559,435,433,2,1,103,0,1,2,0,4,0,5,2,3,0,0,0,169,31,90,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
6370001,637,1,6763,3806,3779,27,11,6,0,0,0,1471,3,776,1,0,0,2,0,0,10,3,6,67,1,0,4,1,1389,1,0,0,2,6,3,18,2,1,2,1,3
6370004,637,4,2909,1623,1607,16,5,0,0,0,1,896,5,333,0,0,2,0,0,0,2,1,2,7,0,1,0,0,345,0,0,0,4,2,1,3,0,0,0,0,2
11920003,1192,3,4619,2709,2664,45,8,8,0,1,1,14,0,7,0,0,1,2,1,0,37,8,17,3,2,3,0,0,2534,1,0,1,1,1,1,4,6,3,0,0,7
5910001,591,1,829,651,645,6,2,138,0,4,0,0,13,1,3,1,11,1,0,1,310,18,80,55,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,2
530001,53,1,3843,2475,2443,32,7,294,0,134,9,0,28,4,12,5,32,0,0,1,758,249,644,52,2,0,1,0,0,0,0,0,0,0,1,4,6,0,1,9,197
37480001,3748,1,339,274,274,0,1,0,0,77,3,0,2,0,0,0,132,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
11510001,1151,1,344,235,235,0,1,65,0,0,0,0,4,1,0,0,1,0,0,1,131,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37680001,3768,1,541,462,461,1,1,0,0,169,4,0,0,0,0,0,206,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14
7500001,750,1,253,155,152,3,1,9,4,0,12,0,0,0,0,0,10,0,0,0,16,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30
8380001,838,1,429,302,302,0,1,23,0,1,1,0,0,0,3,0,0,0,0,0,74,37,130,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30
11040001,1104,1,201,134,130,4,1,7,0,2,0,0,0,0,0,0,3,0,0,0,32,8,62,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12
11050001,1105,1,737,454,453,1,2,31,0,31,1,0,1,1,2,0,9,0,0,2,72,45,204,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,2,44
13130001,1313,1,499,329,325,4,1,38,0,15,0,0,1,1,3,1,2,0,0,0,102,41,98,13,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6
5370002,537,2,6412,2524,2508,16,9,73,0,1,137,385,0,266,2,1,6,1,0,1,59,2,7,7,1,0,0,1,1331,1,0,0,2,1,1,5,6,2,0,0,209
7670001,767,1,697,385,378,7,2,8,0,19,3,0,0,0,3,0,15,0,0,0,24,19,115,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,162
7490001,749,1,503,350,346,4,1,51,0,24,3,0,0,0,1,0,1,0,0,0,31,15,104,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,112
